title,price,date,location_site,category_site,area,post_type,room_count,parking,mortgage,rent,elevator,warehouse,age
خانه نقلی دانشجویی / ارایشگاه و... 30متر,,2023-08-18 08:53:20,ardabil-province,house-apartment-for-rent,30.0,خانه,0.0,,10000000.0,3300000.0,,,
رهن کامل آپارتمان,,2023-08-18 08:53:20,ardabil-province,house-apartment-for-rent,120.0,خانه,1.0,True,180000000.0,,,,4.0
رهن خانه ویلایی در شهرک ولیعصر,,2023-08-18 08:53:21,ardabil-province,house-apartment-for-rent,80.0,خانه,2.0,,60000000.0,,,True,19.0
اجاره آپارتمان 95متر کارشناسان,,2023-08-18 08:53:21,ardabil-province,house-apartment-for-rent,95.0,آپارتمان,2.0,True,100000000.0,5000000.0,,True,13.0
خواستار خانه اجاره ی هستم,,2023-08-18 08:53:21,ardabil-province,house-apartment-for-rent,100.0,خانه,1.0,,15000000.0,1000000.0,,,13.0
آپارتمان 70متری زیر همکف,,2023-08-18 08:53:21,ardabil-province,house-apartment-for-rent,70.0,آپارتمان,1.0,,30000000.0,2000000.0,,,10.0
آپارتمان فاز سه کارشناسان میدان شفا90متر,,2023-08-18 08:53:21,ardabil-province,house-apartment-for-rent,90.0,آپارتمان,2.0,True,130000000.0,4000000.0,,,12.0
اجاره و رهن آپارتمان کوثر بلوک 14,,2023-08-18 08:53:21,ardabil-province,house-apartment-for-rent,105.0,آپارتمان,2.0,True,198000000.0,3500000.0,True,True,4.0
درخواست آپارتمان,,2023-08-18 08:53:21,ardabil-province,house-apartment-for-rent,100.0,آپارتمان,2.0,True,200000000.0,1000000.0,True,True,7.0
اجاره آپارتمان شیک درجعفریه بهترین موقعیت موارددیگری هم داری,,2023-08-18 08:53:21,ardabil-province,house-apartment-for-rent,120.0,آپارتمان,2.0,True,350000000.0,,True,,2.0
رهن کامل 100 متری جنب راهنمایی رانندگی,,2023-08-18 08:53:21,ardabil-province,house-apartment-for-rent,100.0,آپارتمان,1.0,,200000000.0,,,,17.0
فروش واحد آپارتمان فول تکمیل بلوار مدرس,,2023-08-18 08:53:22,ilam-province,houses-apartments-for-sale,45.0,آپارتمان,1.0,,,,,,16.0
فروش آپارتمان 75 متری طبقه اول,1050000000.0,2023-08-18 08:53:22,ilam-province,houses-apartments-for-sale,75.0,آپارتمان,2.0,True,,,,True,8.0
60متری پارس اباد خیابان سرو گوچه نصیری دو,,2023-08-18 08:53:22,ardabil-province,house-apartment-for-rent,60.0,خانه,1.0,,10000000.0,2000000.0,,,20.0
اجاره خانه گرمی 100 متر,,2023-08-18 08:53:22,ardabil-province,house-apartment-for-rent,100.0,آپارتمان,2.0,,100000000.0,2300000.0,,,12.0
منزل یک خوابه,1800000000.0,2023-08-18 08:53:22,ilam-province,houses-apartments-for-sale,111.0,خانه و کلنگی,1.0,True,,,,,10.0
خانه ویلایی120 متر,,2023-08-18 08:53:22,ilam-province,houses-apartments-for-sale,120.0,خانه و کلنگی,1.0,,,,,,7.0
فروش واحد آپارتمانی,3200000000.0,2023-08-18 08:53:22,ilam-province,houses-apartments-for-sale,108.0,آپارتمان,2.0,,,,True,,5.0
طبقه 5 ام رو به خیابان 4 واحدی 93متر,1400000000.0,2023-08-18 08:53:22,ilam-province,houses-apartments-for-sale,93.0,آپارتمان,2.0,True,,,True,True,4.0
رهن 130متر خانه تمام برای خانواده,,2023-08-18 08:53:22,ardabil-province,house-apartment-for-rent,130.0,خانه,1.0,,60000000.0,,,True,2.0
طبقه دوم ساختمان اسکلت بتنی.,1650000000.0,2023-08-18 08:53:22,ilam-province,houses-apartments-for-sale,140.0,آپارتمان,2.0,,,,,,18.0
ویلای دوبلکس، خرید، معاوضه، قابل ساخت تا 7 طبقه,17500000000.0,2023-08-18 08:53:22,ilam-province,houses-apartments-for-sale,450.0,خانه و کلنگی,3.0,True,,,,,23.0
فروش ملک بسیار با ارزش,3200000000.0,2023-08-18 08:53:23,ilam-province,houses-apartments-for-sale,182.0,,2.0,,,,,,
اجاره آپارتمان تک خوابه در بهترین نقطه شهر باتمام امکانات,,2023-08-18 08:53:23,ardabil-province,house-apartment-for-rent,90.0,آپارتمان,1.0,True,100000000.0,4000000.0,True,True,1.0
4طبقه در 8واحد مصلا کوی فرهنگیان بعد بیمارستان زاگرس,1850000000.0,2023-08-18 08:53:23,ilam-province,houses-apartments-for-sale,88.0,آپارتمان,2.0,True,,,True,True,
اجاره آپارتمان طبقه اول,,2023-08-18 08:53:23,ardabil-province,house-apartment-for-rent,180.0,آپارتمان,2.0,,200000000.0,2500000.0,,,2.0
آپارتمان 108 متری بلوار امام,,2023-08-18 08:53:23,ilam-province,houses-apartments-for-sale,108.0,آپارتمان,2.0,True,,,True,,5.0
منزل ویلایی سند تک برگ186 متر,2500000000.0,2023-08-18 08:53:23,ilam-province,houses-apartments-for-sale,186.0,خانه و کلنگی,2.0,True,,,,,3.0
خونه ویلایی در اول چالسرا 100متر,1360000000.0,2023-08-18 08:53:23,ilam-province,houses-apartments-for-sale,100.0,,1.0,,,,,,
ملک کلنگی 250متر خیابان آزادی 4,8700000000.0,2023-08-18 08:53:23,ilam-province,houses-apartments-for-sale,250.0,خانه و کلنگی,3.0,,,,,True,
آپارتمان نیمه کاره644 متر,7700000000.0,2023-08-18 08:53:23,ilam-province,houses-apartments-for-sale,644.0,آپارتمان,,True,,,True,,6.0
شیک بزرگ جا دار کابینت تکمیل,,2023-08-18 08:53:23,ardabil-province,house-apartment-for-rent,300.0,آپارتمان,2.0,,200000000.0,1000000.0,,,6.0
فروش آپارتمان در فردیس,5300000000.0,2023-08-18 08:53:23,alborz,houses-apartments-for-sale,133.0,آپارتمان,3.0,True,,,True,True,2.0
109متر،کلیدنخورده،نهم غربی,5250000000.0,2023-08-18 08:53:23,alborz,houses-apartments-for-sale,109.0,آپارتمان,2.0,True,,,True,True,1.0
150متر،پذیرایی مربع و قابل چیدمان،نوساز,5250000000.0,2023-08-18 08:53:24,alborz,houses-apartments-for-sale,150.0,آپارتمان,3.0,True,,,True,True,1.0
64متر/2خ/فلکه4/آسانسوردار,2480000000.0,2023-08-18 08:53:24,alborz,houses-apartments-for-sale,64.0,آپارتمان,2.0,,,,True,True,16.0
فروش آپارتمان 97 متر در فلکه پنجم,3700000000.0,2023-08-18 08:53:24,alborz,houses-apartments-for-sale,97.0,آپارتمان,2.0,True,,,True,True,
فروش آپارتمان 166 متر در عظیمیه تخفیف دار,9800000000.0,2023-08-18 08:53:24,alborz,houses-apartments-for-sale,166.0,آپارتمان,4.0,True,,,True,True,9.0
فروش فاز 7 شهر جدید هشتگرد,1200000000.0,2023-08-18 08:53:24,alborz,houses-apartments-for-sale,90.0,آپارتمان,2.0,True,,,True,True,2.0
آپارتمان 75متری جنوبی انتهای کوچه,1650000000.0,2023-08-18 08:53:24,alborz,houses-apartments-for-sale,75.0,آپارتمان,1.0,True,,,True,True,12.0
خانه ویلایی واقع در چهارباغ,1400000000.0,2023-08-18 08:53:24,alborz,houses-apartments-for-sale,81.0,,1.0,,,,,,
105 متر / پلاک لوکس عظیمیه / استخر /کلید نخورده,13125000000.0,2023-08-18 08:53:24,alborz,houses-apartments-for-sale,105.0,آپارتمان,2.0,True,,,True,True,
126متر/2خ/پذیرایی بزرگ/9سال ساخت,4100000000.0,2023-08-18 08:53:24,alborz,houses-apartments-for-sale,126.0,آپارتمان,2.0,True,,,True,True,9.0
فروش آپارتمان 100 متر در کوچه مهرگان فقط متری 50,5000000000.0,2023-08-18 08:53:24,alborz,houses-apartments-for-sale,100.0,آپارتمان,2.0,True,,,True,True,5.0
فروش و معاوضه خانه کلنگی,20000000000.0,2023-08-18 08:53:24,alborz,houses-apartments-for-sale,425.0,خانه و کلنگی,3.0,True,,,,,
فروش اپارتمان 110متر,3300000000.0,2023-08-18 08:53:25,alborz,houses-apartments-for-sale,110.0,آپارتمان,2.0,True,,,,True,22.0
آپارتمان‌‌شیک‌دراطلس‌شرقی,880000000.0,2023-08-18 08:53:25,alborz,houses-apartments-for-sale,55.0,آپارتمان,1.0,,,,,True,12.0
آپارتمان 140 متری در فاز3 مهرشهر خیابان انقلاب,7280000000.0,2023-08-18 08:53:25,alborz,houses-apartments-for-sale,140.0,آپارتمان,2.0,True,,,True,True,11.0
240 متر در عظیمیه /سازه دوست محمدی / اقتصادی / متری 70,15000000000.0,2023-08-18 08:53:25,alborz,houses-apartments-for-sale,240.0,آپارتمان,4.0,True,,,True,True,9.0
خریدار آپارتمان ارزون,200000000.0,2023-08-18 08:53:25,alborz,houses-apartments-for-sale,40.0,آپارتمان,1.0,,,,,,10.0
80 متر / عظیمیه مسرور خسروی / نوساز,6000000000.0,2023-08-18 08:53:25,alborz,houses-apartments-for-sale,80.0,آپارتمان,2.0,True,,,True,True,
آپارتمان 60 متری کرج,1200000000.0,2023-08-18 08:53:25,alborz,houses-apartments-for-sale,60.0,آپارتمان,1.0,True,,,,True,26.0
فروش آپارتمان 89 متر در شهر جدید هشتگرد,1190000000.0,2023-08-18 08:53:25,alborz,houses-apartments-for-sale,89.0,آپارتمان,2.0,True,,,True,True,5.0
واحد ویلایی 130 متری,3800000000.0,2023-08-18 08:53:25,alborz,houses-apartments-for-sale,130.0,خانه و کلنگی,2.0,,,,,True,22.0
فروش آپارتمان 68 متر در فردیس,1870000000.0,2023-08-18 08:53:25,alborz,houses-apartments-for-sale,68.0,آپارتمان,2.0,True,,,,True,12.0
فروش آپارتمان 70 متر در فردیس,1830000000.0,2023-08-18 08:53:25,alborz,houses-apartments-for-sale,70.0,آپارتمان,2.0,True,,,,True,15.0
فروش آپارتمان 150 متر در شهر جدید هشتگرد,3600000000.0,2023-08-18 08:53:25,alborz,houses-apartments-for-sale,150.0,آپارتمان,3.0,True,,,True,True,1.0
فروش آپارتمان 50 متر در فردیس,1570000000.0,2023-08-18 08:53:25,alborz,houses-apartments-for-sale,50.0,آپارتمان,1.0,True,,,,True,15.0
فروش آپارتمان 145 متر روبه باغ در جهانشهر,12000000000.0,2023-08-18 08:53:25,alborz,houses-apartments-for-sale,145.0,آپارتمان,3.0,True,,,True,True,14.0
فروش آپارتمان 106 متر در دشتستان,4100000000.0,2023-08-18 08:53:26,isfahan-province,houses-apartments-for-sale,106.0,آپارتمان,2.0,True,,,True,True,9.0
فروش تجاری مسکونی,,2023-08-18 08:53:26,isfahan-province,houses-apartments-for-sale,189.0,خانه و کلنگی,1.0,True,,,,True,16.0
آپارتمان 50 متری فول بازسازی,780000000.0,2023-08-18 08:53:26,alborz,houses-apartments-for-sale,50.0,آپارتمان,1.0,,,,,True,12.0
فروش آپارتمان 70 متر در چهارباغ بالا,4900000000.0,2023-08-18 08:53:26,isfahan-province,houses-apartments-for-sale,70.0,آپارتمان,2.0,True,,,,True,27.0
فروش116متری تکواحدی فول امکانات سنددار در بلوارتندرستی,4000000000.0,2023-08-18 08:53:26,alborz,houses-apartments-for-sale,116.0,آپارتمان,3.0,True,,,True,True,6.0
فروش آپارتمان 75 متر در شهر جدید هشتگرد,1000000000.0,2023-08-18 08:53:26,alborz,houses-apartments-for-sale,75.0,آپارتمان,2.0,True,,,True,True,10.0
فروش خانه در وحدت آباد,,2023-08-18 08:53:26,isfahan-province,houses-apartments-for-sale,130.0,آپارتمان,2.0,True,,,,,9.0
خانه ویلایی سنددار با امکانات .مهیار,1400000000.0,2023-08-18 08:53:26,isfahan-province,houses-apartments-for-sale,290.0,خانه و کلنگی,2.0,True,,,,True,15.0
خریدارم خونه,,2023-08-18 08:53:26,isfahan-province,houses-apartments-for-sale,85.0,آپارتمان,2.0,True,,,,True,12.0
فروش آپارتمان 100 متر در ملک شهر,2600000000.0,2023-08-18 08:53:26,isfahan-province,houses-apartments-for-sale,100.0,آپارتمان,2.0,True,,,True,True,20.0
فروش آپارتمان سه خوابه خوش قیمت باغبادران...باغبهادران,,2023-08-18 08:53:26,isfahan-province,houses-apartments-for-sale,135.0,آپارتمان,3.0,,,,,True,8.0
خانه باغ روستایی و باغ و شالیزار,9500000000.0,2023-08-18 08:53:27,isfahan-province,houses-apartments-for-sale,17000.0,خانه و کلنگی,2.0,,,,,,
88متری/جنوبی/انفلاب اسلامی,3480000000.0,2023-08-18 08:53:27,isfahan-province,houses-apartments-for-sale,88.0,آپارتمان,2.0,True,,,True,True,10.0
فروش واحد 185متری در بلوار شیرودی,15725000000.0,2023-08-18 08:53:27,isfahan-province,houses-apartments-for-sale,185.0,آپارتمان,2.0,True,,,True,True,1.0
70متری/جنوبی غربی/خانه اصفهان,1400000000.0,2023-08-18 08:53:27,isfahan-province,houses-apartments-for-sale,70.0,آپارتمان,1.0,,,,,True,12.0
اپارتمان165متری/باغ دریاچه/نوساز/لوکس,18975000000.0,2023-08-18 08:53:27,isfahan-province,houses-apartments-for-sale,165.0,آپارتمان,3.0,True,,,True,True,
آپارتمان188متری در شیخ هادی,9400000000.0,2023-08-18 08:53:27,isfahan-province,houses-apartments-for-sale,188.0,آپارتمان,3.0,,,,,,
345متر بنا ویلایی در سه طبقه مستقل,25000000000.0,2023-08-18 08:53:27,isfahan-province,houses-apartments-for-sale,345.0,خانه و کلنگی,,True,,,,True,31.0
فروش آپارتمان 3 خوابه شهید کشوری,5600000000.0,2023-08-18 08:53:27,isfahan-province,houses-apartments-for-sale,140.0,آپارتمان,3.0,True,,,True,True,10.0
خانه ویلایی دو طبقه دستگرد برخوار 176 متر,4200000000.0,2023-08-18 08:53:27,isfahan-province,houses-apartments-for-sale,176.0,خانه و کلنگی,4.0,True,,,,True,12.0
90متر منزل فروشی,1700000000.0,2023-08-18 08:53:27,isfahan-province,houses-apartments-for-sale,90.0,خانه و کلنگی,2.0,True,,,,True,2.0
منزل مسکونی قدیمی تمیز,1620000000.0,2023-08-18 08:53:27,isfahan-province,houses-apartments-for-sale,220.0,خانه و کلنگی,,,,,,True,
فروش یک واحدآپارتمان 63 همکف مجتمع شهرک نیکان اصفهانک,1450000000.0,2023-08-18 08:53:27,isfahan-province,houses-apartments-for-sale,63.0,آپارتمان,1.0,True,,,,,12.0
فروش خانه ویلایی حیاط دار 57 متر,1500000000.0,2023-08-18 08:53:27,isfahan-province,houses-apartments-for-sale,57.0,خانه و کلنگی,1.0,,,,,True,2.0
فروش103متر آپارتمان گلستان، کاوه,3605000000.0,2023-08-18 08:53:27,isfahan-province,houses-apartments-for-sale,103.0,آپارتمان,2.0,True,,,True,True,6.0
خانه در دو طبقه,,2023-08-18 08:53:28,isfahan-province,houses-apartments-for-sale,130.0,خانه و کلنگی,3.0,True,,,,True,
خانه روستایی نیمه کاره,750000000.0,2023-08-18 08:53:28,isfahan-province,houses-apartments-for-sale,170.0,خانه و کلنگی,3.0,True,,,,,6.0
فروش آپارتمان 115 متر در شهرک میلاد,4025000000.0,2023-08-18 08:53:28,isfahan-province,houses-apartments-for-sale,115.0,آپارتمان,2.0,True,,,True,True,2.0
فروش آپارتمان مسکن مهر فولادشهر، محله f6,880000000.0,2023-08-18 08:53:28,isfahan-province,houses-apartments-for-sale,78.0,آپارتمان,2.0,True,,,True,True,7.0
تک واحدی عطار,5000000000.0,2023-08-18 08:53:28,isfahan-province,houses-apartments-for-sale,142.0,آپارتمان,3.0,True,,,True,True,1.0
فروش آپارتمان 86 متر در برازنده,3010000000.0,2023-08-18 08:53:28,isfahan-province,houses-apartments-for-sale,86.0,آپارتمان,2.0,True,,,True,True,2.0
فروش آپارتمان 137 متر در شهرک کاوه,5000000000.0,2023-08-18 08:53:28,isfahan-province,houses-apartments-for-sale,137.0,آپارتمان,3.0,True,,,True,True,1.0
بدون واسطه آپارتمان پیش فروش 60متری بخر,1620000000.0,2023-08-18 08:53:28,isfahan-province,houses-apartments-for-sale,60.0,آپارتمان,1.0,True,,,True,True,
دوطبقه،راه ها مجزا،دوکله,5500000000.0,2023-08-18 08:53:28,isfahan-province,houses-apartments-for-sale,350.0,آپارتمان,,True,,,True,True,17.0
خانه 65 متری,400000000.0,2023-08-18 08:53:28,ardabil-province,houses-apartments-for-sale,65.0,خانه و کلنگی,0.0,,,,,True,18.0
فروش آپارتمان 110 متر در شهرک کاوه,3850000000.0,2023-08-18 08:53:28,isfahan-province,houses-apartments-for-sale,110.0,آپارتمان,2.0,True,,,True,True,14.0
واحد خام نوساز ددر حاج قهرمان,1850000000.0,2023-08-18 08:53:29,ardabil-province,houses-apartments-for-sale,85.0,آپارتمان,2.0,True,,,True,,
فروش آپارتمان 150 متر در برازنده,5700000000.0,2023-08-18 08:53:29,isfahan-province,houses-apartments-for-sale,150.0,آپارتمان,3.0,True,,,True,True,
خانه به زیر بنای 83 متر,1600000000.0,2023-08-18 08:53:29,ardabil-province,houses-apartments-for-sale,40.0,آپارتمان,0.0,True,,,,,25.0
آپارتمان 54 متر,1400000000.0,2023-08-18 08:53:29,ardabil-province,houses-apartments-for-sale,54.0,آپارتمان,1.0,,,,,,7.0
فروش خونه ویلایی220متر,3700000000.0,2023-08-18 08:53:29,ardabil-province,houses-apartments-for-sale,220.0,آپارتمان,3.0,,,,,,7.0
طبقه اول درخیابان مبارکی,1590000000.0,2023-08-18 08:53:29,ardabil-province,houses-apartments-for-sale,85.0,آپارتمان,2.0,True,,,,True,8.0
